post_id,date,username,body,num_likes,location,joined,points,mean_word_length
119964720,"Dec 14, 2020",Kanyon Lalley,ruff ruff ruffalso I just added all of my creek photos timmy,0,"Spearfish, SD",Jul 2015,Points: 20,4.083333333333333
119964720,"Dec 16, 2020",Madeline Smith,"Tim G    wrote:hoo hoo hoo hooright here dawg, rippin burps and farts for maddyThe most important part of working as a professional now is how to crop dust at the lab ",4,"Salt Lake City, UT",Aug 2019,Points: 0,4.290322580645161
119964720,"Dec 16, 2020",Tim G,does anyone get stoked at your burps in the lab?,0,"Keene, NH",Aug 2018,Points: 586,3.9
119964720,"Dec 17, 2020",Madeline Smith,No :( Also I’ve been working here for less than two weeks and I’ve been late three times now due to some pre work tours. The pow is too good to get to work ,4,"Salt Lake City, UT",Aug 2019,Points: 0,3.588235294117647
119964720,"Dec 17, 2020",Kanyon Lalley,Queen,3,"Spearfish, SD",Jul 2015,Points: 20,5.0
119964720,"Dec 18, 2020",Tim G,Ice cream for breakfast in the vibe palace ,1,"Keene, NH",Aug 2018,Points: 586,4.375
119964720,"Dec 18, 2020",Taylor Hennum,even my stomach thinks its ferda,1,Unknown Hometown,Jun 2019,Points: 0,4.5
119964720,"Dec 18, 2020",Glowering,"Currently 60 miles from Mauna Kea, but damn forgot any ice gear. Oh well surf looks okay. ",1,Unknown Hometown,Oct 2011,Points: 16,4.294117647058823
119964720,"Dec 18, 2020",Kanyon Lalley,"With taco bell going to shit I think it's time we all reopen the discussion on CPD. obviously nothing beats walmart mini pies, but in the far food category my top contenders are McChicken, Wendy's 4for4, and little caesars",1,"Spearfish, SD",Jul 2015,Points: 20,4.717948717948718
119964720,"Dec 18, 2020",Burt Blackstone,"Kanyon Lalley    wrote:With taco bell going to shit I think it's time we all reopen the discussion on CPD. obviously nothing beats walmart mini pies, but in the far food category my top contenders are McChicken, Wendy's 4for4, and little caesarsHave you ever heard the story of the potato ole?",0,Unknown Hometown,Aug 2020,Points: 0,4.82
119964720,"Dec 18, 2020",Tim G,wait when did taco bell go to shit.  I gotta say some of the best CPD is pb ramen.  fan favorite too,0,"Keene, NH",Aug 2018,Points: 586,3.5
119964720,"Dec 18, 2020",Xam,"Glowering    wrote:Currently 60 miles from Mauna Kea, but damn forgot any ice gear. Oh well surf looks okay. Really?  Looks flat in your photo to me.",0,"Boulder, Co",Dec 2011,Points: 76,4.615384615384615
119964720,"Dec 19, 2020",Glowering,Xam    wrote: Really?  Looks flat in your photo to me.300 feet left is the break. Only ankle to waist.,0,Unknown Hometown,Oct 2011,Points: 16,4.2105263157894735
119964720,"Dec 19, 2020",Taylor Hennum,little c's is definitely up there,1,Unknown Hometown,Jun 2019,Points: 0,4.666666666666667
119964720,"Dec 21, 2020",Jacob Bretz,"guys I think we need to hide the virtual vibe palace deeper. keep a look out out for my new page, ""Introducing the Liv Mas Climbing Team: Now Accepting Applications""",2,"Missoula, MT",Mar 2017,Points: 45,4.533333333333333
119964720,"Dec 25, 2020",Madeline Smith,Merry Christmas from Jake and I! I ate my first ever Crunchwrap supreme yesterday and have been farting nonstop on this holy day. Miss y’all a lot. ,4,"Salt Lake City, UT",Aug 2019,Points: 0,4.481481481481482
119964720,"Dec 25, 2020",Tim G,"holy hannah. merry christmas is right.  i wish i was there to compliment those farts but hey theres always next time. also, jacob the stache is sly, i love it",2,"Keene, NH",Aug 2018,Points: 586,4.266666666666667
119964720,"Dec 26, 2020",Kanyon Lalley,Tim G    wrote:wait when did taco bell go to shit.  I gotta say some of the best CPD is pb ramen.  fan favorite tooFirst we lost the CQM and now CBR is $1.29. the writing is on the wall. PB Ramen is and always will be ferda ,1,"Spearfish, SD",Jul 2015,Points: 20,3.6595744680851063
119964720,"May 4, 2021",Tim G,sesh incoming in CP; t-minus a couple a hours,0,"Keene, NH",Aug 2018,Points: 586,4.111111111111111
119964720,"May 4, 2021",Micah Ted,"Sad to be sitting out on this one, but inevitably all roads lead to Indian Creek. ",1,Durango,Sep 2017,Points: 120,4.125
119964720,"May 5, 2021",Jacob Bretz,"Micah you shall be missed, but much like the immortal science of Marxism-Bridwellism, it is nothing if not inevitable",0,"Missoula, MT",Mar 2017,Points: 45,5.2105263157894735
119964720,"May 10, 2021",Kanyon Lalley,Currently pouring out a lil Baja blast in Micah's name,0,"Spearfish, SD",Jul 2015,Points: 20,4.5
119964720,"May 10, 2021",Micah Ted,"Don't pour it on the Crypto, it may get hype and start growing too fast. ",0,Durango,Sep 2017,Points: 120,3.8666666666666667
119964720,"May 11, 2021",Tim G,K dawg sesh me in chess @tuggietim,0,"Keene, NH",Aug 2018,Points: 586,4.0
119964720,"May 31, 2021",Tim G,https://www.accessfund.org/news-and-events/news/access-fund-surveys-indian-creek-climbershey dawgs fill out this survey ferda,0,"Keene, NH",Aug 2018,Points: 586,17.0
119964720,"Jun 12, 2021",Jacob Bretz,"To be clear: this is some area called ""Indian Creek""--not ""The Creek"" aka Clear Creek Canyon?",0,"Missoula, MT",Mar 2017,Points: 45,4.875
119964720,"Jun 12, 2021",Jacob Bretz,Also there doesn't seem to be a section where I enter all of the soft 12- pitches I've sent,2,"Missoula, MT",Mar 2017,Points: 45,3.8421052631578947
119964720,"Jun 13, 2021",Tim G,jacob you should do 6 star crack,0,"Keene, NH",Aug 2018,Points: 586,3.7142857142857144
119964720,"Jul 3, 2021",Jacob Bretz,Hmm seems a little too mellow for this guy,0,"Missoula, MT",Mar 2017,Points: 45,3.7777777777777777
119964720,"Jul 3, 2021",F r i t z,GangstaGote would like to give this thread two hooves up.,4,North Mitten,Mar 2012,Points: 750,4.8
119964720,"Jul 3, 2021",Bryan,I don’t know what’s going on in this thread but I like it. ,1,"Minneapolis, MN",Apr 2015,Points: 417,3.5384615384615383
119964720,"Jul 3, 2021",Jacob Bretz,Fritz you're the G.O.A.T.,1,"Missoula, MT",Mar 2017,Points: 45,5.5
119964720,"Jul 5, 2021",Tim G,whos fritz?,0,"Keene, NH",Aug 2018,Points: 586,5.0
119964720,"Jul 5, 2021",F r i t z,Tim G    wrote:whos fritz?You rang?,1,North Mitten,Mar 2012,Points: 750,5.6
119964720,"Jul 5, 2021",Tim G,"sheeesh, wanna sesh?",0,"Keene, NH",Aug 2018,Points: 586,6.0
119964720,"Jul 6, 2021",F r i t z,"Tim G    wrote:Do you have any photos of gotez who are clearly under the influence of the dangerous mood-altering drug known on the streets as ""marijuana?""Always happy to oblige.",4,North Mitten,Mar 2012,Points: 750,5.068965517241379
119964720,"Jul 19, 2021",Kanyon Lalley,Just wanna let everyone know that Jacob and I have not summited a single alpine route this season without either seeing a thunderstorm or getting rained on. Also yesterday we climbed the yawn and saw an ancient fixed hex in a 4s crack.,0,"Spearfish, SD",Jul 2015,Points: 20,4.488372093023256
119964720,"Jul 19, 2021",Tim G,"did you find any salvia on it? unrizzle about the t storms k-dawg, out here in central idaho, today is the first time it has rained for over a month.",1,"Keene, NH",Aug 2018,Points: 586,4.0
119964720,"Jul 19, 2021",Tim G,hows the cherry business btw?,0,"Keene, NH",Aug 2018,Points: 586,5.0
119964720,"Jul 22, 2021",Kanyon Lalley,"Congrats on the splitter connies my dog, I hope you're making the most of it. We actually succeeded in summitting with blue skies the other day on the Hulk and it was a tip-top day. ",0,"Spearfish, SD",Jul 2015,Points: 20,4.2
119964720,"Jul 23, 2021",Tim G,hell yea whatd route you guys do,0,"Keene, NH",Aug 2018,Points: 586,3.7142857142857144
119964720,"Jul 23, 2021",Tim G,https://www.accessfund.org/news-and-events/news/access-fund-to-deploy-climber-stewards-at-indian-creekjacob and kanyon you guys would make the best stewards ever,1,"Keene, NH",Aug 2018,Points: 586,13.727272727272727
119964720,"Jul 26, 2021",Jacob Bretz,"Cherry's are gone, valley's climbed out",0,"Missoula, MT",Mar 2017,Points: 45,5.666666666666667
119964720,"Jul 29, 2021",Tim G,yut fuckin shit bud,1,"Keene, NH",Aug 2018,Points: 586,4.0
119964720,"Sep 1, 2021",Kanyon Lalley,RIP to the East sidehttps://sierranewsonline.com/usda-forest-service-temporarily-closing-all-california-national-forests/,0,"Spearfish, SD",Jul 2015,Points: 20,23.4
119964720,"Sep 1, 2021",Jacob Bretz,Wait is Tuolumne still open though??,0,"Missoula, MT",Mar 2017,Points: 45,5.166666666666667
119964720,"Sep 1, 2021",Kanyon Lalley,Yeah it's just the forest service lands are closed.so all the good alpine shit,0,"Spearfish, SD",Jul 2015,Points: 20,4.642857142857143
119964720,"Sep 5, 2021",Tim G,Remember Andrew from the cottonwoods,0,"Keene, NH",Aug 2018,Points: 586,6.4
119964720,"Sep 5, 2021",Micah Ted,Yah he has my chair.,1,Durango,Sep 2017,Points: 120,3.2
119964720,"Sep 5, 2021",Kanyon Lalley,Dude Andrews entire trailer got stolen a month ago,0,"Spearfish, SD",Jul 2015,Points: 20,4.666666666666667
119964720,"Sep 5, 2021",Kanyon Lalley,Potentially with your chair Micah,0,"Spearfish, SD",Jul 2015,Points: 20,5.8
119964720,"Sep 6, 2021",Tim G,"yea i saw him in 10  , and he told me the same thing about his trailer.  some salvia head mustve took it, fahk",1,"Keene, NH",Aug 2018,Points: 586,3.5416666666666665
119964720,"Sep 7, 2021",Kanyon Lalley,dude those fuckin Salvia Chummies,0,"Spearfish, SD",Jul 2015,Points: 20,5.8
119964720,"Sep 7, 2021",Jacob Bretz,"100% with said chair, RIP",0,"Missoula, MT",Mar 2017,Points: 45,4.2
119964720,"Sep 7, 2021",Micah Ted,Don't worry my chair was insured ,2,Durango,Sep 2017,Points: 120,4.5
119964720,"Sep 8, 2021",Jacob Bretz,god i love being in k holes with you dudes,0,"Missoula, MT",Mar 2017,Points: 45,3.3
119964720,"Sep 12, 2021",Tim G,what i would give to be in a k hole rn,0,"Keene, NH",Aug 2018,Points: 586,2.5454545454545454
119964720,"Sep 15, 2021",Kanyon Lalley,I could do a fuckin whippit right now,1,"Spearfish, SD",Jul 2015,Points: 20,3.75
119964720,"Dec 5, 2021",jack uhberg,"This is not a drill, its the real deal now folks. Im sharpening my tools tonight, who am I gonna see out there?!",7,Unknown Hometown,Sep 2018,Points: 236,3.9130434782608696
121501371,"Oct 20, 2021",Jake907,"Like Tom I'm going to be Cast Away on a  desert isle for work for much of November.    This place looks devoid of ice climbing, skiing, or any other worthy water sport.   What's a couped-up alpinist to do?  I can take cold showers and re-read Kiss or Kill in my hotel room for a week or so but that buzz lasts so long.Is there a stand-out rock gym there?  I prefer dimly lit gyms that smell like chalk and sweat and play heavy metal, but any facility with good problems and preferably some other weight training equipment would suffice.  Even if they play hippy music.If I show up to the island's crag what are the chances I'd find a party to climb with?  I'll probably have shoes and harness and personal gear (belay device etc.)  but no rope or rack.  Are there any cool long mountain routes, like 4th class scrambles, or other recommended micro-adventures that are off the tourist radar?  ",1,Anchorage Alaska,Jul 2007,Points: 0,4.459627329192546
121501371,"Oct 21, 2021",M Wolf,"there is a gym in Honolulu, HiClimb. Decent variety of bouldering, top rope, autobelay, lead routes and a basic but pretty well equipped workout area. Pricey and no AC so it can get hot AF but it's Hawaii, whatcha gonna do. There are almost always people climbing at Mokuleia, shouldn't be a problem to find somebody to climb with.If you want some mountaineering adventure there are plenty of sketchy ass ""hikes"" up 100% grade mud trenches and exposed scrambles up the worst kinds of crumbly moss covered choss. Most may not seem long, but don't assume a 4-5 mile hike is going to be easy because you're a bad ass mountaineer, it ain't like climbing mountains anywhere else in the US! On some  trails it may take 2+ hrs to go a mile. Not much that is ""off the tourist radar"", although there are plenty of longer hikes that don't see much traffic beyond the lower portions. Get on AllTrails, pick a trail, and go for it. Make sure you download a map, trails are often poorly or misleadingly marked if they are marked at all, and there are tons of hunting trails and side trails that can get you into trouble. Not sure what kind of water sports you're looking for, but there is no shortage of water sports in Hawaii. If you get bored you're doing it wrong!",1,"Oahu, HI",Dec 2019,Points: 0,4.452173913043478
121278745,"Sep 9, 2021",Eric Bergdoll,"Hey Climbers,I’m a Canyoneering and Climbing guide formerly based out of Moab, Utah who recently landed in Hilo to get a waterfall rappelling business back up and running post covid shutdown. I’m looking for experienced guides or climbers with rope experience and an interest in guiding to start building up a guide team. Significant preference given to AMGA SPI, WFR, WFA, NOLS, or other professional certification or training. Preference given to those who are vaccinated, but not mandatory. Can train the right cantidate, but experience setting up rappels or a strong recreational lead climbing background is mandatory.  Guiding will take place on the largest privately owned waterfall in Hawaii, 120 foot Kulapiania falls, along with 4 smaller waterfalls. Housing can be provided to those who are interested. Operation is located on 52 acres with fruit trees and an organic farm. Guides can gain access to community meals and farm food with a contribution of one day of farm help per week.This is a position with an operation that was an established guide company before the pandemic, but has been shut down for over 1.5 years. Gear, systems and insurance are up to date and the property owner has significant interest in providing the resources to make this a successful guide company again. Cruise ship season will be starting in Hilo early November, and it would be great to have a trained guide team out here by then. Available Positions:Lead Rappel GuideSecond Rappel GuideLava Tube Caving GuideThis is a unique situation as far as guiding operations go, as it has the potential to be a source of year-round employment within an otherwise seasonal industry, with housing provided, on a tropical island. Reach out to Eric for more info or to schedule an interview (412) 418-3338www.Waterfall.net/rappelling",4,"pittsburgh, pa",Aug 2015,Points: 35,5.170068027210885
121278745,"Sep 17, 2021",Charlie Izzz,"Hey Eric, This sounds like an amazing opportunity. I just sent you a text!",0,Boulder,Jun 2017,Points: 45,4.357142857142857
121278745,"Oct 9, 2021",Strings Attached,Bump for Hawaii. Best part: Island Life. Worst part: Hawaii.,1,Unknown Hometown,Aug 2021,Points: 0,5.1
121168782,"Aug 17, 2021",Edward Chien,"Hello all. I'm travelling and only have a 50m rope. Is it still worth it to check out Mokule'ia, or will I only be able to do a few routes? The individual route length info seems sparse, which is why I'm asking here. Thanks in advance for any thoughts!",0,"Watertown, MA",Jul 2012,Points: 235,4.163265306122449
121168782,"Aug 17, 2021",Frank Stein,You will be fine. It’s a 60’ to 80’ cliff band. It was also very popular last time I was there a decade ago. ,1,"Albuquerque, NM",Feb 2012,Points: 190,3.5416666666666665
121168782,"Aug 17, 2021",Edward Chien,"Glad to hear. The area page suggests a 60m, but I did notice that many of the routes seemed to be closer to 70' if they had length information. I guess with those TR cords, it's also not too hard to check length without hopping on the route also. Plus I'll tie a knot in the end and all that if there's no cord thing...",0,"Watertown, MA",Jul 2012,Points: 235,3.923076923076923
121168782,"Aug 17, 2021",Edward Chien,"Two more thoughts/questions for you (or anyone): For the crowds, I was hoping that the August heat and a midweek visit would scare most others away. Happy to know if I'm mistaken in my assumptions here :)How many of those TR cords are there? Is it on most routes? Never seen this anywhere else, and it's definitely pretty intriguing.",0,"Watertown, MA",Jul 2012,Points: 235,4.661016949152542
121168782,"Aug 17, 2021",Frank Stein,"The TR cords were pretty much on every route back then. However, all the routes are also well bolted with titanium and are safe to lead. Also, you are in the tropics. It is always hot, but in the winter you may get rained on. ",1,"Albuquerque, NM",Feb 2012,Points: 190,4.022222222222222
121168782,"Aug 19, 2021",Casey McCoy,You will have the place almost completely to yourself on a weekday afternoon in August. The cords are on just about every route. ,3,Unknown Hometown,Nov 2020,Points: 5,4.608695652173913
121103714,"Aug 2, 2021",SenorDB,"Hey there Big Island Climbing Friends! I'm on the island for the next few months and looking for folks to climb with outside. Despite popular beliefs there's a goodly amount of quality rock here, mostly bouldering and TRs. My schedule is flexible and I have a rope with an extra harness. Aloha!",0,Old Pueblo,Apr 2012,"Points: 8,070",4.673076923076923
121059257,"Jul 23, 2021",Josh Goodwin,"I Boulder and climb sport and trad, don’t have my rack with me though, climb around v4-6 and up to 12a but happy to do whatever, I can give a good belay as well! Contact me at 4255309318",0,Unknown Hometown,Apr 2019,Points: 0,3.9210526315789473
120977745,"Jul 5, 2021",Andrew Palla,"Hey, I’m in town till July 14th, anyone down to climb, I don’t have my gear with me but I’d love to get some climbs in, shoot me a text 832-799-1456",0,Unknown Hometown,Aug 2020,Points: 0,3.806451612903226
120977738,"Jul 5, 2021",Andrew Palla,"Hey, I’m in town till July 14th, anyone down to climb, I don’t have my gear with me but I’d love to get some climbs in, shoot me a text 832-799-1456",0,Unknown Hometown,Aug 2020,Points: 0,3.806451612903226
120869066,"Jun 13, 2021",808thewongway Wong,"Wondering what the consensus is about leaving gear on projects, especially here. A visiting climber was kind enough to leave draws on Immortals Path after he wasn't able to redpoint but knew that at least two of us were projecting it. One draw at the crux, sure, someone obviously wasn't able to pull the move and bailed but draws on every bolt? They left the first two draws since the route is overhanging and hard to clean but you'd figure if they were that desperate for gear they would've found a way.In any case, should we be that bummed/annoyed that the project draws are now gone?",1,"Honolulu, HI",Jan 2017,Points: 6,4.547169811320755
120869066,"Jun 13, 2021",Lena chita,"That sucks!!I’d be majorly bummed, for sure. I do realize that if I leave the draws hanging, they might be gone when I come back, but so far my faith in humanity has been wrong only once. (A few years ago, I left draws on a route called Maximum Overdrive at Summersville lake. Not even overnight! I put them up in the morning. A friend was going yo give it one more attempt, after trying it with me, but it was hot. So we left them hanging, and walked over to Colliseum, to hang out with friends there, until the midday heat dissipated a bit. When we came back a couple of hours later, someone removed the first draw. The crux was after the 3rd, so I’m guessing they either used a stick clip, or climbed as far as they fould, snd grabbed what they could on lowering. It was a very icky feeling,)",2,OH,Mar 2011,"Points: 1,667",4.1688311688311686
120869066,"Jun 13, 2021",Tradiban,Leave draws behind at your own risk.,10,951-527-7959,Jul 2020,Points: 212,4.285714285714286
120869066,"Jun 13, 2021",808thewongway Wong,"@Lena chita wow, that's even quicker, I guess lesson learned. We won't be leaving anything behind, even on the hard stuff anymore.@tradiban fair enough, I think we're more bummed that we have to hang the draws at each bolt now.",2,"Honolulu, HI",Jan 2017,Points: 6,4.7
120869066,"Jun 13, 2021",Marc H,"808thewongway Wong    wrote:@tradiban fair enough, I think we're more bummed that we have to hang the draws at each bolt now.Maybe rock climbing isn’t for you.",14,"Longmont, CO",May 2007,Points: 265,5.038461538461538
120869066,"Jun 13, 2021",808thewongway Wong,Marc H    wrote: Maybe rock climbing isn’t for you.Probably not,2,"Honolulu, HI",Jan 2017,Points: 6,5.1
120869066,"Jun 13, 2021",Tradiban,Marc H    wrote: Maybe rock climbing isn’t for you.How rude!,0,951-527-7959,Jul 2020,Points: 212,4.8
120597912,"Apr 24, 2021",Zack Kasson,"Hello all, I will be on Maui for an internship from may 23-august 5. I climb 4-5 times a week and can’t imagine what I will do if I don’t climb a little bit in Hawaii this summer. If you have any advise on what gear to bring or would like to meet up and climb. Please reach out! Looking forward to this crazy adventure.",4,Unknown Hometown,Sep 2019,Points: 0,3.923076923076923
120597912,"Jun 4, 2021",Marisa Esparza,Hi zack! My partner and I will be on Maui July-august and we’re hoping to climb as well. I’m also looking for advice/help and what parts of the island are available to climb. I’d be down to meet up with you while we’re there!,0,Unknown Hometown,Aug 2020,Points: 0,4.136363636363637
120821259,"Jun 4, 2021",Marisa Esparza,"Hi guys! My partner and I will be living on Maui for about two months in July and august helping out a local with his land. We’re both boulders and have just started getting into sport climbing. We’re really hoping to climb while we’re out there, but have heard that there’s many sensitive areas. I’ve reached out to the Maui climbing association but have not received a response! I’m having a hard time finding information.  If anyone has advice or lives on the island and would be willing to show us around, we’d be stoked for it! We want to be respectful as possible while exploring and climbing. Thanks guys! ",1,Unknown Hometown,Aug 2020,Points: 0,4.5636363636363635
120821259,"Jun 4, 2021",Marisa Esparza,"If anyone is interested in helping us out, my number is (714) 800-3342",0,Unknown Hometown,Aug 2020,Points: 0,4.461538461538462
120821257,"Jun 4, 2021",Marisa Esparza,"Hi guys! My partner and I will be living on Maui for about two months in July and august helping out a local with his land. We’re both boulders and have just started getting into sport climbing. We’re really hoping to climb while we’re out there, but have heard that there’s many sensitive areas. I’ve reached out to the Maui climbing association but have not received a response! I’m having a hard time finding information.  If anyone has advice or lives on the island and would be willing to show us around, we’d be stoked for it! We want to be respectful as possible while exploring and climbing. Thanks guys! ",0,Unknown Hometown,Aug 2020,Points: 0,4.5636363636363635
120642674,"May 2, 2021",Ruben Flores,"I'm in Lana'i for the next two months.  I imagine the chances are very low, but anyone know of any climbing here?Or anything on Maui?Even a bouldering wall in someone's garage would do :)",0,"Dillon, CO",May 2019,Points: 7,4.5
120642674,"May 2, 2021",Frank Stein,"Ruben Flores    wrote:I'm in Lana'i for the next two months.  I imagine the chances are very low, but anyone know of any climbing here?Or anything on Maui?Even a bouldering wall in someone's garage would do :)I doubt that there is climbing on Lana’i. There is pretty good climbing on Maui, but the locals keep it close to the vest. Mokuleia on Oahu is a very nice sport crag however. Inter island flights are $39.00 now. ",0,"Albuquerque, NM",Feb 2012,Points: 190,4.56
120596301,"Apr 23, 2021",Wenmar B,I'll be in Hawaii for a week in late June and was wondering if there are any guides out there?,0,"Los Angeles, CA",Dec 2019,Points: 0,3.75
120596301,"Apr 24, 2021",Mack Johnson,Wenmar B    wrote:I'll be in Hawaii for a week in late June and was wondering if there are any guides out there?,0,"Silverdale, WA",Sep 2016,Points: 984,4.0
120596301,"Apr 24, 2021",Mack Johnson,Jeff Jackson on Maui,0,"Silverdale, WA",Sep 2016,Points: 984,4.25
120596301,"Apr 24, 2021",Frank Stein,"There is pretty good (not world class) climbing by any standards on Oahu and Maui. Which island are you going to?  A buddy of mine runs a guide service on Oahu, but is currently on hiatus. Still, you can inquire at Climb Aloha. ",1,"Albuquerque, NM",Feb 2012,Points: 190,4.27906976744186
120596301,"Apr 24, 2021",Frank Stein,Scott Patterson wrote:I like Hawaii.  I like climbing.   The two combined don't sound very fun though.  All the rock I have seen there is either extremely poor quality and vegetated or new lava that is super abrasive.  Even hiking on it chews up your shoes.You kind of have no idea what you are talking about. ,0,"Albuquerque, NM",Feb 2012,Points: 190,4.545454545454546
120461966,"Mar 29, 2021",Matthew Williams,"Looking for some regular partners on Oahu to climb with over the course of April and May. Thinking of TRYING--weather permitting--to hit the Moke about 2 or 3 times a week (Mondays Wednesdays, and Fridays/Saturdays, preferably). Anyone up for it?",1,Unknown Hometown,Jan 2020,Points: 0,5.175
120461966,"Apr 8, 2021",Marta Wilson,"Hi, I will be in Oahu visiting a local friend the first two weeks of May and would love to get out for a few climbs. I can lead 5.9 sport and follow 5.10b sport & trad. I will be available weekdays and weekends.Let me know if you would like to chat more and see if it works out to meet up. Cheers!Marta ",2,Providence,Jun 2020,Points: 0,3.8095238095238093
120461966,"Apr 11, 2021",Casey McCoy,"I’ll be at mokuleia today at 1pm, you are welcome to join. I go most weekends, shoot me a PM if you’d like to meet up. ",1,Unknown Hometown,Nov 2020,Points: 5,3.576923076923077
120461966,"Apr 11, 2021",Casey McCoy,"I’ll be at mokuleia today at 1pm, you are welcome to join. I go most weekends, shoot me a PM if you’d like to meet up. ",1,Unknown Hometown,Nov 2020,Points: 5,3.576923076923077
120461966,"Apr 11, 2021",Matthew Williams,"Marta Wilson    wrote:Hi, I will be in Oahu visiting a local friend the first two weeks of May and would love to get out for a few climbs. I can lead 5.9 sport and follow 5.10b sport & trad. I will be available weekdays and weekends.Let me know if you would like to chat more and see if it works out to meet up. Cheers!Marta Sweet! I've found a standing partner but he leaves end of the month so this is perfect! Besides, it never hurts to climb with others, right? Where will you be staying on the island?",0,Unknown Hometown,Jan 2020,Points: 0,4.090909090909091
120461966,"Apr 11, 2021",Matthew Williams,"Casey McCoy    wrote:I’ll be at mokuleia today at 1pm, you are welcome to join. I go most weekends, shoot me a PM if you’d like to meet up. Good to know! Sundays tend to be rest days for me and I use them to catch up on work/grading for my courses, but I may take you up on that for some Saturdays while I'm here!",0,Unknown Hometown,Jan 2020,Points: 0,3.7846153846153845
120462440,"Mar 29, 2021",William Fiset,"Hello!Anyone down to go climbing @ Mokule'ia? I'm free all day Saturday. I've got shoes, a harness, a belay device, but no ride. Can lead 11s. Looking for people to do some sport, trad or TR!CheersWill",0,"Mountain View, CA",Sep 2019,Points: 135,4.611111111111111
120462440,"Mar 30, 2021",Matthew Williams,"I'd absolutely be down, but have the same problem. Maybe if you find someone, I could be a third?",1,Unknown Hometown,Jan 2020,Points: 0,4.157894736842105
120462440,"Apr 1, 2021",M Wolf,"hey guys - if either/both of you are still looking to get out to Mokuleia this Sat shoot me a message... I don't have much to offer in the way of skills but I've got rope,gear and a ride! ",1,"Oahu, HI",Dec 2019,Points: 0,3.8205128205128207
120462440,"Apr 3, 2021",SenorDB,I was really hoping that the third in this group was going to be another William(s)....,3,Old Pueblo,Apr 2012,"Points: 8,070",4.5
120307394,"Feb 19, 2021",Colten Moore,"Hey gang! I will be traveling to Maui March 15-22cd for some general leisure but would love to do some roped climbing (I'm sadly not into bouldering) while I'm on the island. I don't feel like bringing very much gear and can't find too much beta online, but if I could tag along with some locals that would be awesome and would really round out my trip. I'm super flexible on dates in that time period. I've been climbing for close to 10 years and have climbed in a few awesome places including Alaska, Asia, the Middle East, and the Caribbean. Please reach out on here or text me (517)960-5692. Picture for attention because I'll be coming straight to the island from an ice climbing trip to Cody, WY. Cheers!ColtenTeton Valley, ID ",0,"Marquette, MI",Dec 2017,Points: 50,4.553030303030303
120282661,"Feb 10, 2021",Madison Lynn,"Hey there!I’ll be camping in Maui from the 13-18, but it looks like covid closures are still in place. Does anyone have any recommendations on where is cool to camp? Prefer on the road to Hana. Any help is SO needed!! We will have a car with a roof tent. Thank you!",0,Salt Lake City,Dec 2018,Points: 0,4.115384615384615
120095740,"Dec 21, 2020",SenorDB,"Aloha Climbing Friends!Hawai’i County Council has proposed Bill 217 which would permanently ban anyone to walk on the only road that accesses Waipi’o Valley. This is also the trailhead for the Muliwai Trail, the only trail to Waimanu Valley. It would essentially cut off 20 miles of coast line and valleys to bipeds. Access would still be open to those with a 4x4. This road is currently congenially shared everyday by hikers, horseback riders, ATVs, and 4x4s.These two valleys are among the most magnificent places anywhere on earth. Please take a moment to click through the link and send input to keep the road open to hikers and the like. The final vote takes place THIS WEDNESDAY so please act now.https://www.keepwaipioopen.org/To sign up for public comment, send an email to: videotestimony@hawaiicounty.govInclude these details:Meeting Date: Wednesday, December 23 at 9 a.m.Bill Number: Bill 217Issue: Waipi'o Valley RoadMahalo",4,Old Pueblo,Apr 2012,"Points: 8,070",5.410958904109589
119787465,"Oct 21, 2020",Zac Orr,Hey guys! i’m a kid (15) that’s been trying to get into outdoor bouldering for a few months now. Ive got a small woody at home and can climb V5-6 in the gym. I’ve always wanted to get into outdoor but without the proper gear and a partner it’s impossible. I’ve got no pads though i’m hoping i can purchase one soon. If anyone is will to show my probably annoy long but stoked all the time 15 year old self. that’d be awesome! thanks. -zac,3,Unknown Hometown,Mar 2018,Points: 0,4.104651162790698
119227928,"Jul 17, 2020",M Wolf,"FYI, found a bunch of new w/tags black Petzl Spirit carabiners at the Honolulu Habitat for Humanity ReStore a few days ago.  I bought a bunch but there were still a good number left, $2.50 ea in a bin near the register.  Thought I’d pass it on!",1,"Oahu, HI",Dec 2019,Points: 0,4.170212765957447
116592016,"Mar 10, 2019",Dj3,Just moved to Maui and looking to get out climbing.  monday?  Or?  I have a lot of free time for a couple few more weeks and then I’ll have to start working and will have a work schedule to navigate.  ,0,Unknown Hometown,Jun 2013,Points: 0,3.925
116592016,"Mar 11, 2019",FrankPS,Is there any roped climbing in Maui?,2,"Atascadero, CA",Nov 2009,Points: 276,4.285714285714286
116592016,"Feb 16, 2020",Scott Odell,"hey guys, I'll be out in Maui living there from late March onwards. Let me know if you get out climbing- I would be psyched to join",0,Hawaii,Sep 2015,Points: 45,3.888888888888889
116592016,"Jul 15, 2020",Mack Johnson,"Maui has a good selection of roped climbing.  Contact Jeff Jackson.  When we vacationed there in February 2020 I hired him as a guide for a day of climbing.  We climbed at 2 places on the south side, a trad crag about 15 minutes walk, and a very good sport crag a couple hundred yards from the water.  I saw a whale spouting from the first cliff while I was belaying!",0,"Silverdale, WA",Sep 2016,Points: 984,4.126760563380282
